,depot,pc_001,pc_002,pc_003,pc_004,pc_005,pc_006,pc_007,pc_008,pc_009,pc_010,pc_011,pc_012,pc_013,pc_014,pc_015,pc_016,pc_017,pc_018,pc_019,pc_020,pc_021,pc_022,pc_023,pc_024,pc_025,pc_026,pc_027,pc_028,pc_029,pc_030,pc_031,pc_032,pc_033,pc_034,pc_035,pc_036,pc_037,pc_038,pc_039,pc_040,pc_041,pc_042,pc_043,pc_044,pc_045,pc_046,pc_047,pc_048,pc_049,pc_050,pc_051,pc_052,pc_053,pc_054,pc_055,pc_056,pc_057,pc_058,pc_059,pc_060,pc_061,pc_062,pc_063,pc_064,pc_065,pc_066,pc_067,pc_068,pc_069,pc_070,pc_071,pc_072,pc_073,pc_074,pc_075,pc_076,pc_077,pc_078,pc_079,pc_080,pc_081,pc_082,pc_083,pc_084,pc_085,pc_086,pc_087,pc_088,pc_089,pc_090,pc_091,pc_092,pc_093,pc_094,pc_095,pc_096,pc_097,pc_098,pc_099,pc_100
pc_010,5.85,10.733333333333333,7.116666666666666,37.43333333333333,30.43333333333333,16.883333333333333,7.666666666666668,19.483333333333334,15.883333333333333,44.08333333333334,0.0,36.66666666666666,11.283333333333333,10.65,37.0,8.566666666666666,36.25,36.71666666666667,29.11666666666667,28.566666666666666,6.916666666666668,6.7333333333333325,15.083333333333336,23.61666666666667,8.816666666666666,14.05,6.283333333333332,33.13333333333333,28.93333333333333,13.166666666666664,37.66666666666666,20.916666666666668,32.23333333333333,29.266666666666666,34.166666666666664,15.666666666666664,48.95,19.15,15.3,33.53333333333333,45.8,7.683333333333334,12.083333333333336,26.53333333333333,21.95,13.966666666666667,38.333333333333336,7.1,6.033333333333332,10.716666666666667,17.083333333333332,36.083333333333336,29.68333333333333,11.383333333333333,14.683333333333335,13.983333333333333,3.95,6.7,11.683333333333335,33.666666666666664,8.416666666666666,35.11666666666667,33.88333333333333,33.63333333333333,9.966666666666667,8.916666666666666,36.86666666666667,36.88333333333333,30.53333333333333,19.33333333333333,7.933333333333334,5.35,20.566666666666666,9.366666666666667,17.95,10.816666666666665,11.6,9.3,26.86666666666667,30.68333333333333,42.583333333333336,14.25,31.35,15.316666666666665,37.91666666666666,37.083333333333336,14.5,28.55,29.48333333333333,7.55,14.1,33.15,26.08333333333333,25.566666666666666,10.95,25.58333333333333,12.283333333333333,27.516666666666666,20.95,20.33333333333333,29.93333333333333
pc_011,38.43333333333333,29.45,31.28333333333333,17.033333333333335,24.016666666666666,38.95,33.516666666666666,38.15,24.516666666666666,8.983333333333333,36.083333333333336,0.0,34.266666666666666,35.916666666666664,14.15,34.5,54.91666666666666,3.3,37.45,47.21666666666667,36.11666666666667,35.38333333333333,25.1,20.233333333333334,33.5,28.3,35.266666666666666,19.55,23.8,29.85,5.016666666666667,29.48333333333333,26.7,48.35,52.56666666666667,35.166666666666664,68.66666666666667,40.0,25.066666666666666,52.25,42.333333333333336,31.83333333333333,37.833333333333336,48.71666666666667,30.91666666666667,25.98333333333333,15.233333333333333,37.31666666666667,38.81666666666667,29.13333333333333,35.73333333333333,55.18333333333333,48.35,34.63333333333333,34.36666666666667,28.466666666666665,39.5,42.13333333333333,30.33333333333333,52.78333333333333,33.6,6.083333333333332,52.96666666666667,19.483333333333334,38.81666666666667,38.25,50.01666666666666,4.216666666666667,21.6,24.18333333333333,32.3,37.85,27.13333333333333,34.7,31.53333333333333,37.6,33.666666666666664,37.2,10.983333333333333,49.35,7.483333333333332,37.71666666666667,11.8,28.36666666666667,14.566666666666665,14.183333333333335,27.1,40.583333333333336,48.58333333333334,36.15,25.216666666666665,53.08333333333334,45.16666666666666,22.16666666666667,34.8,38.583333333333336,33.266666666666666,38.7,29.91666666666667,39.0,18.633333333333333
pc_012,9.5,15.0,11.383333333333333,28.85,21.85,24.41666666666667,16.366666666666667,14.933333333333335,14.833333333333336,42.03333333333333,12.133333333333333,34.61666666666667,0.0,16.95,28.43333333333333,10.0,31.7,34.666666666666664,21.95,24.016666666666666,16.233333333333334,6.45,15.4,21.566666666666666,6.45,18.316666666666666,7.283333333333332,24.566666666666666,20.366666666666667,19.033333333333328,35.6,12.35,23.65,24.716666666666665,29.63333333333333,8.6,45.46666666666667,14.616666666666667,15.366666666666667,29.0,37.23333333333333,11.95,15.183333333333335,27.43333333333333,13.383333333333333,16.283333333333335,29.75,7.333333333333332,9.716666666666667,14.983333333333333,12.533333333333333,31.55,25.15,15.666666666666664,7.616666666666666,18.25,10.833333333333336,13.6,18.7,29.13333333333333,12.1,33.06666666666667,29.33333333333333,25.066666666666666,8.833333333333334,12.283333333333333,32.31666666666667,34.81666666666667,21.966666666666665,17.75,16.633333333333333,15.15,25.95,5.1,25.18333333333333,14.183333333333335,4.516666666666667,5.8,24.8,26.13333333333333,40.53333333333333,22.95,29.3,12.266666666666667,29.33333333333333,28.516666666666666,17.4,21.48333333333333,24.95,16.25,11.066666666666665,28.61666666666667,21.53333333333333,23.516666666666666,9.9,18.433333333333334,3.2333333333333334,20.35,12.383333333333333,15.8,21.366666666666667
pc_013,16.5,6.2,4.783333333333333,36.016666666666666,29.016666666666666,20.05,13.75,25.2,14.466666666666667,42.66666666666666,11.183333333333335,35.25,16.116666666666667,0.0,35.583333333333336,13.283333333333333,44.81666666666667,35.3,30.6,37.13333333333333,11.2,15.166666666666664,13.666666666666664,22.2,13.283333333333333,12.633333333333333,14.083333333333336,31.716666666666665,27.516666666666666,10.866666666666667,36.25,19.5,30.816666666666666,37.9,42.81666666666667,20.666666666666668,54.31666666666667,27.8,13.883333333333333,42.18333333333333,44.38333333333333,5.45,21.033333333333328,31.91666666666667,20.533333333333328,12.55,36.9,17.1,16.683333333333334,9.3,25.716666666666665,44.73333333333333,38.266666666666666,3.0,20.4,12.566666666666665,14.6,17.233333333333334,9.25,42.31666666666667,8.7,33.7,42.516666666666666,32.21666666666667,18.616666666666667,17.683333333333334,42.266666666666666,35.46666666666667,29.11666666666667,15.916666666666664,14.0,12.933333333333335,21.05,14.483333333333333,15.733333333333333,19.58333333333333,18.15,17.933333333333334,25.45,39.266666666666666,41.16666666666666,14.016666666666667,29.93333333333333,13.9,36.5,35.666666666666664,13.083333333333336,30.88333333333333,38.13333333333333,11.783333333333333,12.683333333333335,41.8,34.71666666666667,24.15,9.9,28.2,15.1,29.0,19.533333333333328,28.98333333333333,28.516666666666666
pc_014,36.05,32.71666666666667,32.1,9.883333333333333,14.3,41.55,36.11666666666667,28.43333333333333,27.78333333333333,20.233333333333334,36.91666666666666,14.383333333333333,29.4,37.66666666666666,0.0,32.583333333333336,45.2,14.433333333333335,27.73333333333333,37.516666666666666,36.95,33.0,28.36666666666667,26.61666666666667,31.6,31.566666666666666,33.35,9.85,14.1,32.46666666666667,15.366666666666667,19.766666666666666,17.0,38.65,42.86666666666667,27.23333333333333,58.96666666666667,30.3,28.33333333333333,42.55,32.63333333333333,32.666666666666664,39.36666666666667,40.93333333333333,21.466666666666665,29.25,4.266666666666667,33.88333333333333,36.23333333333333,32.4,26.03333333333333,45.48333333333333,38.65,36.38333333333333,24.65,31.08333333333333,37.38333333333333,40.15,32.95,43.06666666666667,33.36666666666667,14.416666666666664,43.26666666666666,9.783333333333333,32.71666666666667,38.833333333333336,40.31666666666667,14.583333333333336,11.9,30.566666666666666,34.916666666666664,38.66666666666666,33.516666666666666,31.65,37.91666666666666,39.016666666666666,28.8,32.083333333333336,17.366666666666667,39.65,20.3,40.333333333333336,18.183333333333334,29.35,3.6,3.966666666666667,30.36666666666667,30.88333333333333,38.88333333333333,38.75,28.13333333333333,43.38333333333333,35.46666666666667,28.566666666666666,32.48333333333333,28.63333333333333,28.4,29.0,21.416666666666668,29.3,8.933333333333334
pc_015,7.75,12.216666666666667,8.6,32.25,25.25,22.61666666666667,13.416666666666664,19.533333333333328,14.616666666666667,41.81666666666667,8.4,34.4,9.683333333333334,12.966666666666667,31.83333333333333,0.0,36.3,34.45,26.83333333333333,28.61666666666667,9.233333333333333,6.566666666666666,16.583333333333332,21.35,4.7,15.533333333333333,3.683333333333333,27.966666666666665,23.766666666666666,16.25,35.4,15.75,27.05,29.316666666666666,34.21666666666667,14.066666666666665,50.06666666666667,19.216666666666665,16.783333333333335,33.583333333333336,40.63333333333333,9.166666666666666,16.633333333333333,31.08333333333333,16.783333333333335,15.45,33.15,8.516666666666667,8.1,12.2,17.133333333333333,36.15,29.73333333333333,12.883333333333333,13.066666666666665,15.466666666666667,9.1,11.85,15.916666666666664,33.71666666666667,9.316666666666666,32.85,33.93333333333333,28.466666666666665,10.016666666666667,13.466666666666667,36.91666666666666,34.61666666666667,25.36666666666667,17.533333333333335,13.666666666666664,11.1,26.316666666666666,5.9,22.4,15.366666666666667,9.983333333333333,9.35,24.6,30.73333333333333,40.31666666666667,20.0,29.08333333333333,10.133333333333333,32.75,31.91666666666667,15.983333333333333,27.11666666666667,29.55,13.283333333333333,8.933333333333334,33.21666666666667,26.13333333333333,23.3,7.116666666666666,24.45,9.15,25.25,15.783333333333333,20.4,24.766666666666666
pc_016,34.75,40.66666666666666,40.35,43.98333333333333,36.28333333333333,37.31666666666667,33.6,19.08333333333333,39.93333333333333,59.75,36.083333333333336,53.9,31.25,44.81666666666667,43.56666666666667,36.43333333333333,0.0,53.95,35.0,8.95,41.06666666666667,30.9,40.516666666666666,46.61666666666667,33.36666666666667,43.41666666666666,33.38333333333333,39.7,35.5,39.9,54.9,35.166666666666664,38.06666666666667,25.1,25.75,28.216666666666665,37.833333333333336,27.0,40.46666666666667,27.78333333333333,41.18333333333333,40.9,32.36666666666667,19.633333333333333,34.516666666666666,41.4,44.88333333333333,30.216666666666665,32.56666666666667,43.95,24.11666666666667,12.933333333333335,10.25,44.61666666666667,25.63333333333333,40.516666666666666,34.78333333333333,37.55,39.4,24.43333333333333,41.05,53.93333333333333,24.75,40.2,29.03333333333333,33.86666666666667,28.45,54.11666666666667,41.88333333333333,40.41666666666666,32.4,39.28333333333333,40.46666666666667,32.1,41.583333333333336,32.016666666666666,30.91666666666667,28.41666666666667,49.91666666666666,9.216666666666667,59.81666666666667,36.016666666666666,53.66666666666666,39.8,44.48333333333333,43.65,41.68333333333333,29.86666666666667,25.33333333333333,35.46666666666667,38.6,25.5,15.15,48.01666666666666,38.85,28.0,32.25,33.4,33.516666666666666,27.38333333333333,36.5
pc_017,38.46666666666667,29.48333333333333,31.316666666666666,19.616666666666667,24.05,38.98333333333333,33.55,38.18333333333333,24.55,11.083333333333336,36.11666666666667,3.6666666666666665,34.3,35.95,14.183333333333335,34.53333333333333,54.95,0.0,37.48333333333333,47.25,36.15,35.416666666666664,25.13333333333333,20.266666666666666,33.53333333333333,28.33333333333333,35.3,19.58333333333333,23.83333333333333,29.88333333333333,4.216666666666667,29.516666666666666,26.73333333333333,48.38333333333333,52.6,35.2,68.7,40.03333333333333,25.1,52.28333333333333,42.36666666666667,31.86666666666667,37.86666666666667,48.75,30.95,26.016666666666666,15.266666666666667,37.35,38.85,29.16666666666667,35.766666666666666,55.21666666666667,48.38333333333333,34.666666666666664,34.4,28.5,39.53333333333333,42.16666666666666,30.36666666666667,52.81666666666667,33.63333333333333,6.75,53.0,19.516666666666666,38.85,38.28333333333333,50.05,4.133333333333334,21.63333333333333,24.216666666666665,32.333333333333336,37.88333333333333,27.16666666666667,34.73333333333333,31.566666666666666,37.63333333333333,33.7,37.23333333333333,11.016666666666667,49.38333333333333,9.583333333333334,37.75,11.833333333333336,28.4,14.6,14.216666666666667,27.13333333333333,40.61666666666667,48.61666666666667,36.18333333333333,25.25,53.11666666666667,45.2,22.2,34.833333333333336,38.61666666666667,33.3,38.73333333333333,29.95,39.03333333333333,18.666666666666668
pc_018,27.266666666666666,26.23333333333333,25.966666666666665,26.516666666666666,17.016666666666666,35.083333333333336,29.65,18.516666666666666,21.316666666666666,43.38333333333333,29.83333333333333,37.53333333333333,22.15,31.516666666666666,27.2,26.43333333333333,35.28333333333333,37.583333333333336,0.0,27.6,30.8,24.65,21.9,28.05,25.45,25.08333333333333,25.05,23.33333333333333,16.833333333333332,25.98333333333333,38.53333333333333,16.183333333333334,14.1,18.35,17.366666666666667,17.316666666666666,49.03333333333333,20.366666666666667,21.85,17.05,19.45,26.516666666666666,29.45,31.016666666666666,16.15,22.766666666666666,28.516666666666666,23.966666666666665,26.316666666666666,25.93333333333333,16.116666666666667,31.466666666666665,28.716666666666665,30.23333333333333,14.733333333333333,24.61666666666667,28.53333333333333,31.3,26.466666666666665,17.583333333333332,27.216666666666665,37.56666666666667,19.966666666666665,23.83333333333333,22.78333333333333,28.91666666666667,14.816666666666665,37.75,21.266666666666666,24.23333333333333,28.43333333333333,32.53333333333333,32.43333333333333,22.86666666666667,31.716666666666665,29.08333333333333,20.016666666666666,22.16666666666667,31.3,29.716666666666665,43.45,33.083333333333336,35.78333333333333,23.2,28.11666666666667,27.28333333333333,23.88333333333333,7.55,18.933333333333334,32.28333333333333,21.98333333333333,17.9,21.45,30.0,26.33333333333333,9.6,22.25,5.666666666666668,15.15,19.366666666666667,20.133333333333333
pc_019,28.03333333333333,33.96666666666667,33.63333333333333,37.28333333333333,29.58333333333333,30.6,26.88333333333333,12.383333333333333,33.21666666666667,53.05,29.38333333333333,47.2,24.55,38.1,36.85,29.73333333333333,8.883333333333333,47.23333333333333,28.28333333333333,0.0,34.36666666666667,24.2,33.8,39.96666666666667,26.65,36.7,26.68333333333333,32.98333333333333,28.78333333333333,33.18333333333333,48.18333333333333,28.466666666666665,31.35,20.33333333333333,25.83333333333333,21.5,39.66666666666666,20.283333333333328,33.766666666666666,25.03333333333333,36.36666666666667,34.2,25.66666666666667,13.716666666666667,27.8,34.68333333333333,38.16666666666666,23.5,25.85,37.23333333333333,16.883333333333333,13.016666666666667,7.383333333333334,37.9,18.933333333333334,33.81666666666667,28.08333333333333,30.83333333333333,32.68333333333333,24.516666666666666,34.333333333333336,47.23333333333333,24.816666666666666,33.48333333333333,22.33333333333333,27.15,28.53333333333333,47.4,35.18333333333333,33.71666666666667,25.68333333333333,32.583333333333336,33.766666666666666,25.38333333333333,34.88333333333333,25.3,24.216666666666665,21.7,43.2,5.583333333333332,53.11666666666667,29.3,46.95,33.1,37.766666666666666,36.93333333333333,34.96666666666667,23.36666666666667,20.566666666666666,28.766666666666666,31.88333333333333,24.66666666666667,8.666666666666666,41.3,32.15,21.5,25.53333333333333,26.68333333333333,26.8,20.683333333333334,29.78333333333333
pc_020,15.816666666666665,5.5,4.083333333333333,35.31666666666667,28.316666666666666,19.35,13.05,24.5,13.766666666666667,41.96666666666667,10.483333333333333,34.56666666666667,15.416666666666664,3.733333333333333,34.9,12.6,44.13333333333333,34.6,29.9,36.43333333333333,0.0,14.466666666666667,12.983333333333333,21.516666666666666,12.6,11.933333333333335,13.4,31.03333333333333,26.816666666666666,10.166666666666666,35.55,18.816666666666666,30.11666666666667,37.21666666666667,42.11666666666667,19.983333333333334,53.63333333333333,27.11666666666667,13.2,41.48333333333333,43.7,4.766666666666667,20.35,31.216666666666665,19.85,11.85,36.21666666666667,16.4,16.0,8.6,25.03333333333333,44.05,37.56666666666667,3.566666666666667,19.7,11.866666666666667,13.9,16.533333333333335,8.55,41.61666666666667,8.0,33.0,41.833333333333336,31.516666666666666,17.916666666666668,16.983333333333334,41.56666666666667,34.766666666666666,28.41666666666667,15.216666666666667,13.316666666666665,12.25,20.366666666666667,13.8,15.05,18.9,17.466666666666665,17.25,24.75,38.56666666666667,40.48333333333333,13.316666666666665,29.23333333333333,13.2,35.8,34.96666666666667,12.4,30.18333333333333,37.43333333333333,11.083333333333336,12.0,41.1,34.03333333333333,23.466666666666665,9.2,27.5,14.416666666666664,28.3,18.85,28.28333333333333,27.816666666666666
pc_021,5.616666666666666,14.166666666666664,10.566666666666666,32.86666666666667,25.7,20.4,11.183333333333335,14.233333333333333,15.916666666666664,43.11666666666667,6.95,35.71666666666667,6.05,15.683333333333335,32.43333333333333,6.65,31.0,35.75,23.86666666666667,23.316666666666666,11.933333333333335,0.0,16.5,22.66666666666667,3.583333333333333,17.483333333333334,3.6,28.566666666666666,24.36666666666667,16.683333333333334,36.7,16.2,26.93333333333333,24.016666666666666,28.93333333333333,10.433333333333334,44.76666666666666,13.916666666666664,16.466666666666665,28.3,40.516666666666666,11.116666666666667,11.333333333333336,25.78333333333333,17.233333333333334,17.416666666666668,33.766666666666666,3.216666666666667,3.433333333333333,14.166666666666664,11.833333333333336,30.85,24.45,14.833333333333336,9.45,17.433333333333334,5.65,8.416666666666666,15.216666666666667,28.43333333333333,11.266666666666667,34.15,28.63333333333333,29.066666666666666,4.716666666666667,8.166666666666666,31.61666666666667,35.916666666666664,25.8,18.83333333333333,11.45,9.983333333333333,23.466666666666665,4.133333333333334,21.466666666666665,10.066666666666666,6.35,4.05,25.9,25.45,41.63333333333333,17.766666666666666,30.38333333333333,11.45,33.35,32.516666666666666,17.95,23.316666666666666,24.25,11.066666666666665,10.233333333333333,27.91666666666667,20.83333333333333,24.61666666666667,9.066666666666666,20.33333333333333,7.05,22.28333333333333,16.233333333333334,15.1,25.36666666666667
pc_022,19.3,7.333333333333332,9.166666666666666,28.08333333333333,21.45,19.316666666666666,13.883333333333333,22.36666666666667,4.166666666666667,32.36666666666667,13.966666666666667,24.95,16.333333333333332,13.8,27.66666666666667,16.083333333333332,42.0,25.0,23.05,34.3,14.0,17.966666666666665,0.0,11.916666666666664,16.083333333333332,6.183333333333334,16.883333333333333,23.8,19.58333333333333,10.233333333333333,25.95,11.95,23.25,33.53333333333333,35.96666666666667,17.233333333333334,51.5,27.066666666666666,3.583333333333333,35.333333333333336,36.833333333333336,9.733333333333333,18.216666666666665,29.08333333333333,12.983333333333333,3.866666666666666,28.98333333333333,19.9,19.483333333333334,7.016666666666668,22.23333333333333,41.68333333333333,35.43333333333333,12.516666666666667,17.766666666666666,8.316666666666666,17.383333333333333,20.033333333333328,10.7,37.46666666666667,11.5,23.4,37.93333333333333,24.28333333333333,21.4,18.633333333333333,34.71666666666667,25.16666666666667,21.566666666666666,8.083333333333334,12.683333333333335,15.733333333333333,16.683333333333334,17.283333333333335,16.7,17.983333333333334,15.733333333333333,19.266666666666666,15.15,36.43333333333333,30.88333333333333,17.1,19.633333333333333,10.433333333333334,28.566666666666666,27.73333333333333,4.983333333333333,23.316666666666666,33.766666666666666,14.866666666666667,7.283333333333332,34.95,31.66666666666667,13.85,12.683333333333335,20.65,15.333333333333336,21.45,11.983333333333333,25.5,20.58333333333333
pc_023,25.61666666666667,16.616666666666667,18.45,31.466666666666665,26.566666666666666,23.85,19.116666666666667,27.6,11.7,27.93333333333333,23.266666666666666,20.533333333333328,21.433333333333334,23.08333333333333,26.91666666666667,21.66666666666667,47.23333333333333,20.566666666666666,28.15,39.55,23.28333333333333,22.55,12.283333333333333,0.0,20.683333333333334,15.466666666666667,22.43333333333333,28.466666666666665,24.7,15.25,21.516666666666666,17.05,28.36666666666667,38.65,41.06666666666667,22.35,56.73333333333333,31.6,12.233333333333333,40.43333333333333,41.93333333333333,19.016666666666666,23.45,34.333333333333336,18.08333333333333,13.166666666666664,27.98333333333333,24.48333333333333,25.98333333333333,16.316666666666666,27.35,46.78333333333333,40.66666666666666,21.8,22.88333333333333,13.883333333333333,25.966666666666665,28.23333333333333,15.733333333333333,42.583333333333336,20.783333333333328,18.966666666666665,43.05,28.4,26.0,23.86666666666667,39.81666666666667,20.733333333333334,26.66666666666667,9.65,17.916666666666668,24.93333333333333,8.366666666666667,21.88333333333333,12.766666666666667,23.216666666666665,20.83333333333333,24.38333333333333,10.716666666666667,41.66666666666666,26.45,22.316666666666666,11.066666666666665,15.55,27.33333333333333,26.95,14.266666666666667,28.43333333333333,38.86666666666667,21.55,12.4,40.05,36.766666666666666,3.2666666666666666,21.966666666666665,25.75,20.433333333333334,26.55,17.083333333333332,30.61666666666667,25.7
pc_024,6.533333333333332,12.55,8.95,31.95,24.95,22.61666666666667,13.4,16.433333333333334,14.3,41.5,9.166666666666666,34.1,6.3,14.5,31.53333333333333,5.05,33.2,34.15,24.03333333333333,25.516666666666666,11.633333333333333,3.4833333333333334,14.883333333333333,21.05,0.0,15.866666666666667,3.35,27.65,23.45,16.6,35.083333333333336,15.433333333333335,26.75,26.216666666666665,31.13333333333333,10.683333333333334,46.96666666666667,16.116666666666667,14.85,30.5,40.31666666666667,9.516666666666667,13.533333333333333,27.98333333333333,16.466666666666665,15.8,32.85,5.416666666666668,6.916666666666668,12.55,14.033333333333333,33.05,26.65,13.216666666666667,9.683333333333334,15.816666666666665,7.866666666666666,10.633333333333333,16.25,30.63333333333333,9.65,32.53333333333333,30.83333333333333,28.15,6.916666666666668,10.366666666666667,33.833333333333336,34.3,25.05,17.233333333333334,13.666666666666664,12.2,25.66666666666667,2.466666666666667,22.75,12.266666666666667,6.6,6.25,24.28333333333333,27.65,40.016666666666666,19.983333333333334,28.78333333333333,9.833333333333334,32.43333333333333,31.6,16.333333333333332,23.566666666666666,26.45,13.283333333333333,8.616666666666667,30.11666666666667,23.03333333333333,23.0,7.466666666666668,20.5,7.283333333333332,22.43333333333333,15.466666666666667,17.3,24.45
pc_025,18.6,6.633333333333334,8.466666666666667,31.16666666666667,24.53333333333333,19.83333333333333,14.4,22.88333333333333,7.233333333333332,35.43333333333333,13.266666666666667,28.03333333333333,18.2,13.1,30.73333333333333,15.383333333333333,42.516666666666666,28.08333333333333,26.11666666666667,34.81666666666667,13.3,17.25,6.45,14.983333333333333,15.383333333333333,0.0,16.183333333333334,26.86666666666667,22.66666666666667,8.25,29.016666666666666,15.016666666666667,26.33333333333333,36.61666666666667,39.03333333333333,20.316666666666666,52.01666666666666,27.58333333333333,6.4,38.4,39.9,9.016666666666667,18.733333333333334,29.6,16.05,3.216666666666667,32.05,19.2,18.783333333333328,6.85,25.13333333333333,44.75,35.95,11.816666666666665,20.85,4.466666666666667,16.683333333333334,19.33333333333333,8.716666666666667,40.55,10.783333333333333,26.466666666666665,41.016666666666666,27.36666666666667,20.7,19.15,37.78333333333333,28.23333333333333,24.63333333333333,9.7,13.2,15.033333333333333,17.2,16.583333333333332,15.95,18.5,18.8,20.033333333333328,18.216666666666665,36.95,33.95,16.116666666666667,22.716666666666665,13.516666666666667,31.65,30.816666666666666,3.533333333333333,26.4,36.833333333333336,14.166666666666664,10.366666666666667,38.016666666666666,34.73333333333333,16.933333333333334,11.983333333333333,23.716666666666665,17.2,24.516666666666666,15.05,28.4,23.66666666666667
pc_026,4.066666666666666,13.083333333333336,9.483333333333333,33.06666666666667,26.05,20.15,10.933333333333335,16.633333333333333,15.416666666666664,42.61666666666667,6.7,35.2,6.783333333333332,13.166666666666664,32.63333333333333,3.6,33.4,35.25,24.516666666666666,25.716666666666665,9.416666666666666,3.683333333333333,17.45,22.15,3.066666666666667,16.416666666666668,0.0,28.766666666666666,24.566666666666666,16.433333333333334,36.2,16.55,27.85,26.41666666666667,31.33333333333333,11.166666666666664,47.16666666666666,16.316666666666666,17.666666666666668,30.7,41.43333333333333,10.05,13.116666666666667,27.58333333333333,17.583333333333332,16.333333333333332,33.95,5.616666666666666,4.416666666666667,13.083333333333336,14.233333333333333,33.25,26.85,13.75,10.166666666666666,16.35,5.4,8.166666666666666,14.95,30.83333333333333,10.783333333333333,33.65,31.03333333333333,29.266666666666666,7.116666666666666,9.966666666666667,34.03333333333333,35.416666666666664,26.16666666666667,18.33333333333333,11.2,9.716666666666667,23.83333333333333,4.266666666666667,21.216666666666665,11.866666666666667,7.083333333333332,6.45,25.4,27.85,41.11666666666667,17.516666666666666,29.88333333333333,10.933333333333335,33.55,32.71666666666667,16.866666666666667,24.05,26.65,10.816666666666665,9.733333333333333,30.316666666666666,23.23333333333333,24.1,8.116666666666667,21.0,7.783333333333332,22.91666666666667,16.583333333333332,17.5,25.566666666666666
pc_027,31.716666666666665,28.38333333333333,27.766666666666666,7.2666666666666675,9.983333333333333,37.21666666666667,31.78333333333333,24.1,23.45,25.78333333333333,32.583333333333336,19.933333333333334,25.066666666666666,33.333333333333336,9.583333333333334,28.25,40.86666666666667,19.983333333333334,23.4,33.18333333333333,32.61666666666667,28.66666666666667,24.03333333333333,28.11666666666667,27.266666666666666,27.23333333333333,29.016666666666666,0.0,9.766666666666667,28.13333333333333,20.916666666666668,16.833333333333332,12.666666666666664,34.31666666666667,38.53333333333333,22.9,54.63333333333333,25.966666666666665,24.0,38.21666666666667,27.23333333333333,28.33333333333333,35.03333333333333,36.6,18.533333333333328,24.91666666666667,10.916666666666664,29.55,31.9,28.066666666666666,21.7,41.15,34.31666666666667,32.05,20.316666666666666,26.75,33.06666666666667,35.81666666666667,28.61666666666667,38.73333333333333,29.03333333333333,19.966666666666665,38.93333333333333,3.466666666666667,28.38333333333333,34.5,35.98333333333333,20.133333333333333,8.95,26.38333333333333,30.58333333333333,34.333333333333336,35.016666666666666,27.316666666666666,33.85,34.68333333333333,24.466666666666665,27.75,18.883333333333333,35.31666666666667,25.85,36.0,19.683333333333334,25.016666666666666,10.5,9.666666666666666,26.03333333333333,26.55,34.55,34.416666666666664,23.8,39.05,31.13333333333333,30.066666666666666,28.15,24.3,24.066666666666666,24.66666666666667,18.483333333333334,24.966666666666665,3.316666666666667
pc_028,26.16666666666667,22.83333333333333,22.216666666666665,13.633333333333333,6.25,31.66666666666667,26.23333333333333,18.55,17.9,29.4,27.03333333333333,23.55,19.516666666666666,27.78333333333333,13.216666666666667,22.7,35.31666666666667,23.6,16.666666666666668,27.63333333333333,27.066666666666666,23.11666666666667,18.483333333333334,24.65,21.7,21.68333333333333,23.466666666666665,9.333333333333334,0.0,22.58333333333333,24.53333333333333,15.516666666666667,5.666666666666668,28.766666666666666,31.8,17.35,49.08333333333334,20.416666666666668,18.45,31.48333333333333,21.566666666666666,22.78333333333333,29.48333333333333,31.05,17.216666666666665,19.366666666666667,14.533333333333333,24.0,26.35,22.516666666666666,16.15,35.6,28.766666666666666,26.5,14.766666666666667,21.2,27.5,30.266666666666666,23.066666666666666,32.0,23.48333333333333,23.58333333333333,34.4,9.833333333333334,22.83333333333333,28.95,29.25,23.75,10.85,20.83333333333333,25.03333333333333,28.78333333333333,29.03333333333333,21.766666666666666,28.3,29.13333333333333,18.916666666666668,22.2,22.5,29.766666666666666,29.466666666666665,30.45,23.3,19.466666666666665,14.116666666666667,13.283333333333333,20.483333333333334,19.816666666666666,29.0,28.86666666666667,18.25,32.31666666666667,25.58333333333333,26.6,22.6,18.75,18.516666666666666,17.933333333333334,15.866666666666667,19.416666666666668,6.133333333333334
