,depot,pc_001,pc_002,pc_003,pc_004,pc_005,pc_006,pc_007,pc_008,pc_009,pc_010,pc_011,pc_012,pc_013,pc_014,pc_015,pc_016,pc_017,pc_018,pc_019,pc_020,pc_021,pc_022,pc_023,pc_024,pc_025,pc_026,pc_027,pc_028,pc_029,pc_030,pc_031,pc_032,pc_033,pc_034,pc_035,pc_036,pc_037,pc_038,pc_039,pc_040,pc_041,pc_042,pc_043,pc_044,pc_045,pc_046,pc_047,pc_048,pc_049,pc_050,pc_051,pc_052,pc_053,pc_054,pc_055,pc_056,pc_057,pc_058,pc_059,pc_060,pc_061,pc_062,pc_063,pc_064,pc_065,pc_066,pc_067,pc_068,pc_069,pc_070,pc_071,pc_072,pc_073,pc_074,pc_075,pc_076,pc_077,pc_078,pc_079,pc_080,pc_081,pc_082,pc_083,pc_084,pc_085,pc_086,pc_087,pc_088,pc_089,pc_090,pc_091,pc_092,pc_093,pc_094,pc_095,pc_096,pc_097,pc_098,pc_099,pc_100
pc_029,16.166666666666668,5.133333333333334,8.333333333333334,31.75,25.11666666666667,14.966666666666667,10.25,20.1,11.083333333333336,36.85,12.25,29.45,19.1,11.616666666666667,31.316666666666666,16.283333333333335,39.73333333333333,29.5,26.7,32.05,14.2,17.033333333333335,11.533333333333333,14.9,16.283333333333335,8.366666666666667,16.6,27.45,23.25,0.0,30.43333333333333,15.616666666666667,26.91666666666667,36.91666666666666,39.61666666666667,20.9,49.23333333333333,24.816666666666666,9.9,38.98333333333333,40.5,9.0,15.95,26.83333333333333,16.65,8.116666666666667,32.63333333333333,15.433333333333335,16.35,8.65,22.36666666666667,43.73333333333333,33.166666666666664,10.333333333333334,21.433333333333334,5.033333333333333,12.7,14.966666666666667,2.5,41.13333333333333,11.683333333333335,27.88333333333333,41.53333333333333,27.95,19.883333333333333,15.416666666666664,38.36666666666667,29.65,25.216666666666665,8.15,10.5,11.666666666666664,12.766666666666667,17.483333333333334,7.45,15.716666666666667,19.383333333333333,19.2,19.633333333333333,34.166666666666664,35.36666666666667,9.133333333333333,22.11666666666667,14.1,32.23333333333333,31.4,7.616666666666666,26.98333333333333,37.13333333333333,8.283333333333333,10.95,38.61666666666667,33.73333333333333,16.3,12.883333333333333,24.3,18.1,25.1,15.65,25.61666666666667,24.25
pc_030,39.21666666666667,30.216666666666665,32.05,20.35,24.78333333333333,39.71666666666667,34.28333333333333,38.91666666666666,25.3,12.55,36.86666666666667,5.15,35.05,36.68333333333333,14.933333333333335,35.266666666666666,55.68333333333333,4.133333333333334,38.21666666666667,48.0,36.9,36.16666666666666,25.88333333333333,21.0,34.28333333333333,29.066666666666666,36.03333333333333,20.33333333333333,24.58333333333333,30.63333333333333,0.0,30.25,27.466666666666665,49.13333333333333,53.33333333333334,35.95,69.45,40.78333333333333,25.85,53.01666666666666,43.11666666666667,32.61666666666667,38.61666666666667,49.5,31.7,26.766666666666666,16.016666666666666,38.1,39.583333333333336,29.91666666666667,36.516666666666666,55.96666666666667,49.13333333333333,35.416666666666664,35.13333333333333,29.25,40.28333333333333,42.91666666666666,31.11666666666667,53.55,34.38333333333333,6.85,53.75,20.266666666666666,39.6,39.03333333333333,50.8,5.816666666666666,22.36666666666667,24.966666666666665,33.083333333333336,38.61666666666667,27.9,35.48333333333333,32.3,38.38333333333333,34.43333333333333,37.98333333333333,11.766666666666667,50.11666666666667,11.066666666666665,38.5,12.566666666666665,29.15,15.35,14.966666666666667,27.86666666666667,41.35,49.35,36.91666666666666,26.0,53.86666666666667,45.95,22.95,35.583333333333336,39.35,34.03333333333333,39.48333333333333,30.7,39.78333333333333,19.4
pc_031,19.483333333333334,16.466666666666665,15.533333333333333,21.3,9.516666666666667,25.316666666666666,19.883333333333333,19.016666666666666,11.55,35.71666666666667,20.35,29.86666666666667,12.833333333333336,21.1,19.533333333333328,16.016666666666666,35.78333333333333,29.91666666666667,16.7,28.1,20.383333333333333,16.433333333333334,12.133333333333333,18.283333333333328,15.016666666666667,15.316666666666665,16.766666666666666,17.0,15.6,16.216666666666665,30.86666666666667,0.0,15.183333333333335,27.91666666666667,31.816666666666666,13.733333333333333,49.55,20.866666666666667,12.083333333333336,29.7,29.466666666666665,16.1,24.216666666666665,31.516666666666666,4.383333333333334,13.016666666666667,20.85,17.3,19.7,16.166666666666668,16.616666666666667,36.05,29.216666666666665,19.816666666666666,14.266666666666667,14.85,20.816666666666666,23.58333333333333,16.7,32.03333333333333,16.8,29.9,32.31666666666667,17.5,18.816666666666666,22.25,29.266666666666666,30.08333333333333,9.616666666666667,14.466666666666667,18.666666666666668,22.1,22.66666666666667,15.083333333333336,21.95,23.98333333333333,12.233333333333333,15.766666666666667,21.53333333333333,30.216666666666665,35.8,24.1,26.28333333333333,12.766666666666667,20.45,19.616666666666667,14.116666666666667,17.7,28.13333333333333,21.75,11.566666666666665,29.316666666666666,26.05,20.233333333333334,15.9,15.016666666666667,11.833333333333336,15.816666666666665,3.3833333333333333,19.883333333333333,15.45
pc_032,29.85,26.516666666666666,25.9,17.2,6.116666666666666,35.35,29.91666666666667,22.266666666666666,21.58333333333333,32.95,30.716666666666665,27.1,23.2,31.466666666666665,16.766666666666666,26.38333333333333,39.03333333333333,27.15,14.75,31.35,30.75,26.8,22.16666666666667,28.33333333333333,25.4,25.36666666666667,27.15,12.9,6.016666666666668,26.266666666666666,28.1,15.366666666666667,0.0,29.816666666666666,29.86666666666667,21.066666666666666,52.78333333333333,24.11666666666667,22.13333333333333,29.55,22.75,26.466666666666665,33.2,34.766666666666666,16.433333333333334,23.05,18.08333333333333,27.716666666666665,30.066666666666666,26.2,19.866666666666667,39.3,32.46666666666667,30.18333333333333,18.483333333333334,24.88333333333333,31.18333333333333,33.95,26.75,30.08333333333333,27.16666666666667,27.13333333333333,32.48333333333333,13.4,26.53333333333333,32.666666666666664,27.33333333333333,27.316666666666666,10.716666666666667,24.516666666666666,28.716666666666665,32.46666666666667,32.71666666666667,25.45,31.98333333333333,32.833333333333336,22.6,25.91666666666667,26.05,33.46666666666667,33.03333333333333,34.13333333333333,26.86666666666667,23.15,17.683333333333334,16.85,24.16666666666667,17.883333333333333,30.03333333333333,32.55,21.93333333333333,30.4,29.28333333333333,30.28333333333333,26.28333333333333,18.266666666666666,22.2,16.016666666666666,15.433333333333335,23.13333333333333,9.7
pc_033,28.7,37.4,34.3,38.4,30.7,34.9,31.2,19.033333333333328,32.48333333333333,54.16666666666666,30.05,48.31666666666667,25.216666666666665,38.78333333333333,37.96666666666667,30.4,25.38333333333333,48.36666666666667,17.766666666666666,20.233333333333334,35.03333333333333,24.86666666666667,33.06666666666667,39.23333333333333,27.316666666666666,36.266666666666666,27.35,34.1,29.9,37.48333333333333,49.3,27.73333333333333,29.4,0.0,7.533333333333332,22.61666666666667,49.75,20.58333333333333,33.03333333333333,6.583333333333332,19.983333333333334,34.86666666666667,29.75,31.53333333333333,27.066666666666666,33.95,39.3,24.18333333333333,26.516666666666666,37.1,14.866666666666667,17.116666666666667,27.566666666666666,38.583333333333336,20.05,35.78333333333333,28.75,31.516666666666666,37.0,6.316666666666666,35.016666666666666,48.35,6.533333333333332,34.6,23.0,29.13333333333333,10.233333333333333,48.51666666666666,34.45,35.4,29.98333333333333,32.916666666666664,38.06666666666667,26.066666666666666,39.18333333333333,29.38333333333333,25.516666666666666,22.36666666666667,42.46666666666667,25.766666666666666,54.23333333333333,33.6,46.95,33.71666666666667,38.88333333333333,38.05,35.06666666666667,13.266666666666667,1.75,33.06666666666667,32.5,6.2,11.6,41.18333333333333,32.81666666666667,13.05,26.216666666666665,16.1,26.066666666666666,18.83333333333333,30.9
pc_034,33.416666666666664,39.3,38.36666666666667,41.5,32.13333333333333,39.61666666666667,35.9,23.75,34.38333333333333,58.48333333333333,34.766666666666666,52.65,29.91666666666667,43.48333333333333,42.3,35.11666666666667,26.0,52.68333333333333,16.916666666666668,26.05,39.75,29.58333333333333,34.95,41.11666666666667,32.03333333333333,38.15,32.05,38.43333333333333,31.93333333333333,39.05,53.63333333333333,29.61666666666667,29.2,7.716666666666668,0.0,27.33333333333333,54.46666666666667,25.3,34.916666666666664,3.6,16.8,38.93333333333333,34.45,36.25,28.966666666666665,35.833333333333336,43.61666666666667,28.88333333333333,31.23333333333333,38.98333333333333,19.58333333333333,17.75,32.73333333333333,42.63333333333333,24.75,37.66666666666666,33.46666666666667,36.21666666666667,39.53333333333333,5.066666666666666,39.71666666666667,52.66666666666666,3.9,38.93333333333333,27.7,33.833333333333336,6.65,52.85,36.36666666666667,37.3,34.7,37.61666666666667,42.766666666666666,30.766666666666666,43.88333333333333,34.1,30.216666666666665,27.08333333333333,44.36666666666667,31.86666666666667,58.56666666666667,38.31666666666667,48.85,35.6,43.21666666666667,42.38333333333333,36.95,15.166666666666664,5.466666666666668,37.766666666666666,34.4,4.25,17.1,43.06666666666667,37.53333333333333,14.95,30.91666666666667,17.733333333333334,27.966666666666665,23.53333333333333,35.23333333333333
pc_035,13.15,19.883333333333333,16.283333333333335,25.95,18.25,26.38333333333333,20.016666666666666,11.85,16.033333333333335,41.7,15.783333333333333,35.86666666666667,8.016666666666667,21.83333333333333,25.516666666666666,14.0,28.61666666666667,35.9,16.95,20.933333333333334,20.35,10.083333333333334,16.616666666666667,22.78333333333333,10.1,19.816666666666666,10.933333333333335,21.65,17.45,20.716666666666665,36.85,13.566666666666665,20.016666666666666,22.066666666666666,26.966666666666665,0.0,42.38333333333333,13.716666666666667,16.583333333333332,26.33333333333333,33.583333333333336,16.85,16.766666666666666,24.35,14.6,17.5,26.83333333333333,10.966666666666667,13.35,19.883333333333333,9.45,28.9,22.066666666666666,20.55,2.6166666666666667,19.33333333333333,14.483333333333333,17.25,21.2,26.466666666666665,17.316666666666666,34.266666666666666,26.68333333333333,22.15,10.016666666666667,15.916666666666664,28.61666666666667,36.06666666666667,23.16666666666667,18.966666666666665,20.266666666666666,18.8,27.16666666666667,8.75,26.43333333333333,16.4,5.9,7.466666666666668,26.016666666666666,23.05,41.78333333333333,25.08333333333333,30.516666666666666,13.516666666666667,26.43333333333333,25.6,18.616666666666667,16.483333333333334,22.28333333333333,19.883333333333333,12.316666666666665,25.95,18.883333333333333,24.73333333333333,15.133333333333333,13.433333333333335,9.016666666666667,15.35,13.6,12.716666666666667,18.45
pc_036,18.966666666666665,18.15,20.766666666666666,31.066666666666666,23.36666666666667,14.8,11.083333333333336,5.916666666666668,20.266666666666666,46.83333333333334,17.35,38.63333333333333,18.45,24.3,30.63333333333333,22.08333333333333,25.55,38.68333333333333,22.066666666666666,17.85,20.566666666666666,16.55,20.85,24.1,19.016666666666666,20.9,19.033333333333328,26.766666666666666,22.566666666666666,17.383333333333333,39.61666666666667,22.25,25.13333333333333,22.716666666666665,27.63333333333333,15.283333333333333,0.0,11.033333333333333,20.8,27.0,38.71666666666667,21.33333333333333,10.65,11.916666666666664,21.58333333333333,19.666666666666668,31.95,13.716666666666667,16.783333333333335,21.78333333333333,8.166666666666666,29.55,18.983333333333334,23.15,12.716666666666667,18.016666666666666,16.066666666666666,18.33333333333333,16.883333333333333,27.13333333333333,22.066666666666666,37.083333333333336,27.33333333333333,27.266666666666666,16.233333333333334,11.066666666666665,30.33333333333333,38.833333333333336,28.966666666666665,17.9,9.883333333333333,16.766666666666666,17.95,19.566666666666666,19.066666666666666,10.416666666666666,18.0,15.6,28.816666666666666,19.983333333333334,44.55,13.5,31.1,23.28333333333333,31.55,30.716666666666665,19.166666666666668,21.9,22.95,12.95,20.133333333333333,26.61666666666667,19.533333333333328,25.5,24.5,18.533333333333328,19.433333333333334,20.466666666666665,20.58333333333333,11.433333333333335,23.566666666666666
pc_037,18.066666666666666,27.28333333333333,23.66666666666667,29.1,21.4,23.08333333333333,19.366666666666667,7.666666666666668,25.03333333333333,44.85,19.416666666666668,39.016666666666666,14.583333333333336,28.13333333333333,28.66666666666667,19.766666666666666,27.28333333333333,39.05,20.1,19.6,24.4,14.233333333333333,25.61666666666667,31.78333333333333,16.683333333333334,28.8,16.716666666666665,24.8,20.6,25.66666666666667,40.0,20.283333333333328,23.16666666666667,20.25,25.15,13.316666666666665,40.98333333333333,0.0,25.58333333333333,24.516666666666666,36.73333333333333,24.23333333333333,13.45,20.166666666666668,19.616666666666667,26.5,29.98333333333333,13.533333333333333,15.883333333333333,27.266666666666666,6.9,27.08333333333333,20.716666666666665,27.95,10.733333333333333,26.3,18.116666666666667,20.866666666666667,25.16666666666667,24.65,24.38333333333333,39.03333333333333,24.86666666666667,25.3,12.366666666666667,14.95,27.85,39.21666666666667,26.98333333333333,26.18333333333333,18.166666666666668,21.133333333333333,26.23333333333333,15.416666666666664,27.35,13.1,14.883333333333333,11.733333333333333,35.016666666666666,21.716666666666665,44.93333333333333,21.78333333333333,38.766666666666666,24.55,29.58333333333333,28.75,27.45,19.933333333333334,20.466666666666665,21.233333333333334,23.35,24.13333333333333,17.066666666666666,33.78333333333333,22.18333333333333,16.566666666666666,15.583333333333336,18.5,18.616666666666667,10.166666666666666,21.6
pc_038,19.633333333333333,7.666666666666668,9.5,27.68333333333333,21.05,18.916666666666668,13.483333333333333,21.966666666666665,3.7666666666666666,31.966666666666665,14.3,24.55,15.933333333333335,14.133333333333333,27.25,16.416666666666668,41.583333333333336,24.6,22.63333333333333,33.9,14.333333333333336,17.05,3.316666666666667,11.5,15.166666666666664,6.516666666666668,17.216666666666665,23.38333333333333,19.183333333333334,9.816666666666666,25.53333333333333,11.55,22.85,33.13333333333333,35.55,16.833333333333332,51.08333333333334,26.66666666666667,0.0,34.916666666666664,36.43333333333333,10.05,17.8,28.68333333333333,12.583333333333336,4.2,28.566666666666666,18.983333333333334,19.816666666666666,7.35,21.83333333333333,41.28333333333333,35.03333333333333,12.85,17.366666666666667,7.2666666666666675,17.716666666666665,20.366666666666667,10.3,37.06666666666667,11.816666666666665,23.0,37.53333333333333,23.88333333333333,20.483333333333334,18.216666666666665,34.3,24.75,21.15,7.683333333333334,12.266666666666667,16.066666666666666,16.266666666666666,16.366666666666667,16.3,17.583333333333332,15.316666666666665,18.866666666666667,14.75,36.03333333333333,30.466666666666665,17.433333333333334,19.233333333333334,10.033333333333333,28.16666666666667,27.33333333333333,4.433333333333334,22.91666666666667,33.36666666666667,15.2,6.883333333333334,34.55,31.266666666666666,13.45,13.016666666666667,20.233333333333334,14.916666666666664,21.033333333333328,11.583333333333336,25.1,20.183333333333334
pc_039,33.18333333333333,39.06666666666667,38.766666666666666,41.31666666666667,31.93333333333333,39.36666666666667,35.666666666666664,23.5,34.13333333333333,58.3,34.516666666666666,52.45,29.68333333333333,43.25,42.11666666666667,34.86666666666667,28.41666666666667,52.5,16.716666666666665,25.5,39.5,29.33333333333333,34.71666666666667,40.88333333333333,31.78333333333333,37.91666666666666,31.816666666666666,38.25,31.75,38.81666666666667,53.45,29.38333333333333,29.016666666666666,6.833333333333332,3.85,27.1,54.21666666666667,25.05,34.68333333333333,0.0,16.616666666666667,39.333333333333336,34.21666666666667,36.0,28.716666666666665,35.6,43.43333333333333,28.65,31.0,38.75,19.33333333333333,20.15,32.03333333333333,43.05,24.516666666666666,37.43333333333333,33.21666666666667,35.98333333333333,39.3,8.35,39.48333333333333,52.48333333333333,7.183333333333334,38.75,27.466666666666665,33.6,6.55,52.66666666666666,36.18333333333333,37.05,34.45,37.38333333333333,42.53333333333333,30.53333333333333,43.65,33.86666666666667,29.98333333333333,26.83333333333333,44.11666666666667,30.23333333333333,58.38333333333333,38.083333333333336,48.6,35.36666666666667,43.03333333333333,42.2,36.71666666666667,14.916666666666664,5.233333333333333,37.53333333333333,34.15,4.183333333333334,16.866666666666667,42.833333333333336,37.28333333333333,14.7,30.68333333333333,17.55,27.716666666666665,23.3,35.05
pc_040,42.28333333333333,38.95,38.333333333333336,28.316666666666666,24.766666666666666,47.78333333333333,42.35,34.7,34.016666666666666,48.06666666666667,43.15,42.21666666666667,35.63333333333333,43.9,31.86666666666667,38.81666666666667,41.8,42.25,19.6,36.66666666666666,43.18333333333333,39.23333333333333,34.6,40.766666666666666,37.833333333333336,37.8,39.583333333333336,28.0,21.5,38.7,43.2,28.9,21.83333333333333,20.233333333333334,17.066666666666666,33.5,65.21666666666667,36.55,34.56666666666667,16.75,0.0,38.9,45.63333333333333,47.2,28.86666666666667,35.48333333333333,33.18333333333333,40.15,42.5,38.63333333333333,30.5,33.55,43.2,42.61666666666667,30.91666666666667,37.31666666666667,43.63333333333333,46.38333333333333,39.18333333333333,17.283333333333335,39.6,42.25,19.666666666666668,27.38333333333333,38.96666666666667,45.1,14.516666666666667,42.41666666666666,29.36666666666667,36.95,41.15,44.9,45.15,37.88333333333333,44.41666666666666,45.26666666666666,35.03333333333333,38.35,41.16666666666666,41.4,48.13333333333333,46.56666666666667,41.96666666666667,35.583333333333336,32.78333333333333,31.95,36.6,22.48333333333333,18.633333333333333,44.98333333333333,34.36666666666667,17.583333333333332,28.03333333333333,42.71666666666667,38.71666666666667,24.48333333333333,34.63333333333333,20.433333333333334,27.86666666666667,34.46666666666667,24.8
pc_041,12.4,5.2,0.8833333333333333,31.9,24.9,18.733333333333334,11.15,24.016666666666666,10.35,38.55,7.083333333333332,31.15,12.0,6.433333333333334,31.48333333333333,9.183333333333334,40.78333333333333,31.2,26.5,33.1,7.1,11.066666666666665,9.566666666666666,18.1,9.183333333333334,8.516666666666667,9.983333333333333,27.61666666666667,23.41666666666667,9.233333333333333,32.13333333333333,15.4,26.7,33.8,38.71666666666667,16.566666666666666,53.33333333333334,23.7,9.783333333333333,38.083333333333336,40.28333333333333,0.0,16.733333333333334,30.93333333333333,16.433333333333334,8.45,32.8,13.0,12.583333333333336,5.2,21.61666666666667,40.63333333333333,34.23333333333333,5.15,16.3,8.466666666666667,10.483333333333333,13.133333333333333,7.933333333333334,38.21666666666667,4.6,29.58333333333333,38.41666666666666,28.11666666666667,14.5,13.583333333333336,38.16666666666666,31.35,25.016666666666666,13.766666666666667,11.4,8.833333333333334,19.733333333333334,10.383333333333333,14.433333333333335,15.483333333333333,14.05,13.833333333333336,21.33333333333333,35.23333333333333,37.06666666666667,12.7,25.83333333333333,9.783333333333333,32.4,31.566666666666666,8.983333333333333,26.766666666666666,34.03333333333333,10.466666666666667,8.583333333333334,37.7,30.61666666666667,20.05,5.783333333333332,24.1,11.0,24.9,15.433333333333335,24.88333333333333,24.41666666666667
pc_042,13.8,17.333333333333332,16.066666666666666,38.1,30.4,13.966666666666667,10.266666666666667,12.95,19.45,45.21666666666667,12.65,37.81666666666667,14.583333333333336,19.6,37.66666666666666,16.916666666666668,32.583333333333336,37.85,29.1,24.88333333333333,15.85,11.383333333333333,20.033333333333328,23.28333333333333,13.833333333333336,20.066666666666666,13.85,33.8,29.6,16.566666666666666,38.8,23.966666666666665,32.166666666666664,28.98333333333333,33.9,16.783333333333335,41.86666666666667,13.1,19.983333333333334,33.266666666666666,45.75,16.616666666666667,0.0,19.466666666666665,25.016666666666666,18.85,39.0,8.533333333333333,11.6,19.666666666666668,15.2,35.81666666666667,26.016666666666666,20.33333333333333,15.666666666666664,17.183333333333334,10.883333333333333,13.166666666666664,16.066666666666666,33.4,17.366666666666667,36.25,33.6,34.3,10.5,5.883333333333334,36.6,38.016666666666666,33.583333333333336,17.083333333333332,9.05,12.066666666666665,17.133333333333333,14.383333333333333,18.25,4.033333333333333,14.883333333333333,11.75,28.0,27.016666666666666,43.73333333333333,12.683333333333335,30.28333333333333,21.7,38.583333333333336,37.75,18.35,28.93333333333333,29.216666666666665,12.133333333333333,19.316666666666666,32.88333333333333,25.8,24.68333333333333,19.33333333333333,25.566666666666666,15.583333333333336,27.516666666666666,24.016666666666666,18.466666666666665,30.6
pc_043,28.65,27.83333333333333,30.45,38.81666666666667,31.266666666666666,24.466666666666665,20.766666666666666,11.9,29.95,54.58333333333334,27.03333333333333,48.73333333333333,26.08333333333333,33.98333333333333,38.38333333333333,31.266666666666666,19.35,48.78333333333333,29.816666666666666,14.716666666666667,30.25,25.73333333333333,30.53333333333333,33.78333333333333,28.18333333333333,30.566666666666666,28.216666666666665,34.516666666666666,30.316666666666666,27.066666666666666,49.71666666666667,30.0,32.88333333333333,30.466666666666665,35.38333333333333,23.03333333333333,42.48333333333333,20.15,30.48333333333333,34.75,46.46666666666667,31.016666666666666,20.316666666666666,0.0,29.33333333333333,29.35,39.71666666666667,23.38333333333333,26.466666666666665,31.466666666666665,17.283333333333335,27.75,10.216666666666667,32.833333333333336,20.466666666666665,27.68333333333333,25.75,28.016666666666666,26.566666666666666,34.88333333333333,31.75,46.75,35.083333333333336,35.016666666666666,23.86666666666667,20.733333333333334,38.083333333333336,48.93333333333333,36.71666666666667,27.58333333333333,19.55,26.45,27.63333333333333,26.91666666666667,28.75,20.1,25.75,23.23333333333333,38.5,13.65,54.65,23.18333333333333,40.78333333333333,32.96666666666667,39.3,38.46666666666667,28.85,29.66666666666667,30.7,22.63333333333333,29.816666666666666,34.36666666666667,22.5,35.18333333333333,34.28333333333333,26.28333333333333,27.08333333333333,28.23333333333333,28.33333333333333,20.55,31.316666666666666
pc_044,20.3,17.283333333333335,16.35,23.13333333333333,11.35,26.13333333333333,20.7,18.5,12.366666666666667,37.56666666666667,21.166666666666668,31.716666666666665,13.65,21.9,21.383333333333333,16.833333333333332,35.266666666666666,31.766666666666666,16.55,27.58333333333333,21.183333333333334,17.233333333333334,12.933333333333335,19.1,15.833333333333336,16.133333333333333,17.583333333333332,18.85,17.45,17.033333333333335,32.7,4.516666666666667,15.75,27.4,29.816666666666666,14.55,49.01666666666666,20.35,12.9,29.18333333333333,29.33333333333333,16.916666666666668,25.016666666666666,31.0,0.0,13.816666666666665,22.7,18.116666666666667,20.516666666666666,16.966666666666665,16.1,35.53333333333333,28.7,20.616666666666667,15.083333333333336,15.65,21.63333333333333,24.4,17.516666666666666,31.88333333333333,17.616666666666667,30.6,31.8,19.35,19.633333333333333,23.066666666666666,29.13333333333333,31.91666666666667,11.45,15.283333333333333,19.483333333333334,22.91666666666667,23.48333333333333,15.9,22.766666666666666,24.78333333333333,13.05,16.583333333333332,22.35,29.7,37.63333333333333,24.9,26.83333333333333,13.583333333333336,22.28333333333333,21.45,14.933333333333335,17.183333333333334,27.61666666666667,22.566666666666666,12.383333333333333,28.8,25.516666666666666,21.05,16.716666666666665,14.5,12.65,15.3,1.0,19.35,17.3
pc_045,18.35,6.383333333333334,8.216666666666667,28.43333333333333,21.8,18.916666666666668,13.483333333333333,21.966666666666665,4.516666666666667,32.71666666666667,13.033333333333333,25.3,17.966666666666665,12.85,28.016666666666666,15.133333333333333,41.6,25.35,23.38333333333333,33.916666666666664,13.05,17.016666666666666,3.716666666666667,12.25,15.133333333333333,3.183333333333333,15.933333333333335,24.15,19.933333333333334,8.166666666666666,26.3,12.3,23.6,33.88333333333333,36.31666666666667,17.583333333333332,51.1,26.66666666666667,3.933333333333333,35.68333333333333,37.18333333333333,8.783333333333333,17.816666666666666,28.68333333333333,13.333333333333336,0.0,29.33333333333333,18.95,18.533333333333328,5.916666666666668,22.58333333333333,42.03333333333333,35.03333333333333,11.566666666666665,18.116666666666667,4.833333333333333,16.45,19.08333333333333,8.65,37.81666666666667,10.55,23.75,38.28333333333333,24.63333333333333,20.466666666666665,18.233333333333334,35.06666666666667,25.516666666666666,21.91666666666667,8.433333333333334,12.283333333333333,14.783333333333333,16.283333333333335,16.333333333333332,15.866666666666667,17.583333333333332,16.083333333333332,19.783333333333328,15.5,36.03333333333333,31.23333333333333,16.166666666666668,19.983333333333334,10.783333333333333,28.91666666666667,28.08333333333333,1.5,23.66666666666667,34.11666666666667,13.916666666666664,7.633333333333334,35.3,32.016666666666666,14.2,11.75,21.0,16.95,21.8,12.333333333333336,25.85,20.933333333333334
pc_046,36.93333333333333,33.583333333333336,32.98333333333333,10.95,15.183333333333335,42.43333333333333,37.0,29.316666666666666,28.66666666666667,20.85,37.8,15.0,30.28333333333333,38.53333333333333,3.9,33.46666666666667,46.08333333333334,15.05,28.61666666666667,38.4,37.81666666666667,33.88333333333333,29.25,27.23333333333333,32.46666666666667,32.43333333333333,34.21666666666667,10.733333333333333,14.983333333333333,33.35,15.983333333333333,20.65,17.866666666666667,39.53333333333333,43.73333333333333,28.11666666666667,59.83333333333334,31.16666666666667,29.2,43.41666666666666,33.516666666666666,33.55,40.25,41.81666666666667,22.35,30.13333333333333,0.0,34.766666666666666,37.11666666666667,33.28333333333333,26.91666666666667,46.35,39.516666666666666,37.25,25.53333333333333,31.966666666666665,38.266666666666666,41.03333333333333,33.81666666666667,43.95,34.25,15.033333333333333,44.13333333333333,10.666666666666666,33.583333333333336,39.71666666666667,41.18333333333333,15.2,12.766666666666667,31.18333333333333,35.8,39.55,34.13333333333333,32.53333333333333,38.53333333333333,39.88333333333333,29.68333333333333,32.96666666666667,17.983333333333334,40.516666666666666,20.916666666666668,41.21666666666667,18.8,30.216666666666665,2.6333333333333333,3.9,31.23333333333333,31.75,39.75,39.63333333333333,29.016666666666666,44.26666666666666,36.333333333333336,29.18333333333333,33.35,29.516666666666666,29.28333333333333,29.88333333333333,22.3,30.18333333333333,9.8
pc_047,5.75,14.566666666666665,12.283333333333333,32.583333333333336,24.88333333333333,17.083333333333332,9.95,13.95,17.65,48.35,7.083333333333332,37.43333333333333,6.866666666666666,15.816666666666665,32.15,8.383333333333333,30.716666666666665,37.48333333333333,23.58333333333333,23.03333333333333,12.066666666666665,2.85,20.25,24.38333333333333,5.3,19.2,5.333333333333333,28.28333333333333,24.08333333333333,15.433333333333335,38.41666666666666,17.0,26.65,23.73333333333333,28.65,11.233333333333333,44.48333333333333,13.633333333333333,20.466666666666665,28.016666666666666,40.23333333333333,12.833333333333336,8.116666666666667,22.58333333333333,18.033333333333328,19.133333333333333,33.48333333333333,0.0,3.566666666666667,15.883333333333333,11.55,30.566666666666666,24.16666666666667,16.55,10.25,18.5,5.783333333333332,8.55,13.966666666666667,28.15,13.0,35.88333333333333,28.35,28.78333333333333,4.433333333333334,4.95,31.35,37.63333333333333,26.6,20.2,10.2,8.733333333333333,20.25,5.85,20.233333333333334,6.866666666666666,7.166666666666668,3.7666666666666666,27.61666666666667,25.16666666666667,43.35,16.533333333333335,33.4,13.166666666666664,33.06666666666667,32.23333333333333,19.666666666666668,23.43333333333333,23.966666666666665,9.816666666666666,11.966666666666667,27.63333333333333,20.55,26.33333333333333,10.8,20.05,7.866666666666666,22.0,17.033333333333335,14.816666666666665,25.08333333333333
